timestamp,run_name,algo,env_id,seed,eval_episodes,is_perturbed,model_label,scenario_label,model_path,norm_stats_path,eval_raw_rewards,xml_perturb,obs_noise_std,reward_noise_std,action_noise_std,action_replace_prob,xml_total_mass_scale,xml_body_mass_scale,xml_body_name_selector,xml_geom_friction_scale,xml_geom_friction_component,xml_geom_name_selector,xml_gravity_component_index,xml_gravity_component_value,xml_joint_damping_scale,xml_joint_name_selector,xml_actuator_gain_scale,xml_actuator_bias_scale,mean_return,std_return,median_return,iqm_return,min_return,max_return,xml_actuator_joint_selector
1777598357,eval__HalfCheetah-v4__ppo_cont__a2p70__fshin_mass_0p2__seed5__pid2796040,ppo_cont,HalfCheetah-v4,5,20,1,a2p70,fshin_mass_0p2,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p70__5__1777453914/ppo_alpha_a2p70.cleanrl_model,/home/users/am1015/rl_runs_halfcheetah_eval_allcaps_20260430/HalfCheetah-v4__ppo_alpha_a2p70__5__1777453914/ppo_alpha_a2p70.cleanrl_model.norm_stats.npz,1,1,0.0,0.0,0.0,0.0,1.0,0.2,fshin,1.0,-1,,-1,,1.0,,1.0,1.0,1580.6786124459627,28.540411767642368,1588.3899991408812,1584.799832247488,1514.679868564883,1627.6580089697682,
